,name,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,team_name,gameweek,season,data_retrieved_datetime,scout_risks
3474,Jamie Bynoe-Gittens,True,True,,,463936.0,0.0,0.0,-4.0,4.0,0.0,3.0,1.7,2.7,6.0,Jamie,2.7,239.0,False,,,61.0,463936.jpg,1.5,False,Bynoe-Gittens,0.1,False,,a,7.0,8.0,15.0,12809.0,491.0,34087.0,642.0,0.4,2.5,Gittens,241.0,2025-07-05,2004-08-08,False,p463936,338.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,57.6,105.2,66.0,22.8,6.0,11.0,3.0,20.0,3.0,0.66,0.52,1.18,5.21,282.0,125.0,115.0,84.0,167.0,101.0,220.0,111.0,,,,,,,0.18,0.0,0.14,0.32,1.39,0.53,86.0,57.0,147.0,74.0,339.0,157.0,431.0,146.0,0.8,0.27,5.33,Chelsea,12.0,25-26,2025-11-29 07:52:04.136008,
3475,Andrey Nascimento dos Santos,True,True,100.0,100.0,532605.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,5.0,Andrey,2.0,246.0,False,,2025-10-01T00:30:06.094463Z,45.0,532605.jpg,1.3,False,Nascimento dos Santos,0.3,False,,a,7.0,8.0,12.0,45581.0,1536.0,51957.0,1271.0,0.4,2.7,Andrey Santos,30.0,2023-01-07,2004-05-03,False,p532605,317.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,50.0,49.0,58.9,43.0,15.1,13.0,16.0,11.0,40.0,3.0,0.73,0.06,0.79,3.46,305.0,141.0,199.0,130.0,224.0,129.0,277.0,136.0,,,,,,,0.21,0.0,0.02,0.23,0.98,0.57,446.0,267.0,174.0,88.0,358.0,167.0,309.0,107.0,0.85,0.28,11.36,Chelsea,12.0,25-26,2025-11-29 07:52:04.136008,
3476,João Pedro Junqueira de Jesus,True,True,,,475168.0,0.0,0.0,0.0,0.0,3.0,4.0,4.7,5.7,1.0,João Pedro,5.7,249.0,False,,,75.0,475168.jpg,5.0,False,Junqueira de Jesus,44.1,False,,a,7.0,8.0,60.0,3989407.0,40604.0,5049097.0,499165.0,0.8,8.0,João Pedro,30.0,2025-07-02,2001-09-26,False,p475168,1004.0,4.0,3.0,6.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,250.0,275.6,234.7,293.0,79.9,17.0,34.0,9.0,60.0,12.0,4.04,0.81,4.85,12.76,31.0,3.0,29.0,1.0,10.0,5.0,12.0,3.0,,,,,,,0.36,0.0,0.07,0.43,1.14,0.81,23.0,8.0,43.0,5.0,31.0,3.0,3.0,2.0,1.08,0.54,5.38,Chelsea,12.0,25-26,2025-11-29 07:52:04.136008,
3477,Liam Delap,True,True,100.0,100.0,463034.0,0.0,0.0,-3.0,3.0,0.0,4.0,0.3,1.3,2.0,Liam,1.3,250.0,False,,2025-10-30T11:30:08.513670Z,62.0,463034.jpg,1.6,False,Delap,1.0,False,,a,7.0,8.0,8.0,63824.0,3852.0,404389.0,4526.0,0.2,1.3,Delap,241.0,2025-06-04,2003-02-08,False,p463034,220.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,11.0,10.0,67.0,8.3,3.0,5.0,0.0,8.0,4.0,0.39,0.08,0.47,0.61,395.0,42.0,360.0,43.0,165.0,32.0,337.0,38.0,,,,,,,0.16,0.0,0.03,0.19,0.25,0.41,80.0,26.0,226.0,25.0,322.0,34.0,180.0,25.0,1.64,0.82,3.27,Chelsea,12.0,25-26,2025-11-29 07:52:04.136008,
3478,Marc Guiu Paz,True,True,100.0,100.0,499309.0,0.0,0.0,-3.0,3.0,0.0,4.0,0.7,1.7,4.0,Marc,1.7,252.0,False,,2025-09-24T11:30:08.351112Z,42.0,499309.jpg,1.6,False,Guiu Paz,7.3,False,,a,7.0,8.0,11.0,678899.0,18952.0,2045478.0,27221.0,0.4,2.6,Marc Guiu,200.0,2024-07-01,2006-01-04,False,p499309,176.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,18.0,15.6,64.0,8.1,2.0,1.0,0.0,3.0,1.0,1.19,0.26,1.45,4.26,377.0,39.0,325.0,38.0,174.0,33.0,340.0,40.0,,,,,,,0.61,0.0,0.13,0.74,2.18,1.02,613.0,83.0,197.0,21.0,319.0,32.0,56.0,10.0,0.51,0.0,1.53,Chelsea,12.0,25-26,2025-11-29 07:52:04.136008,
3479,Dean Henderson,True,True,,,172649.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,6.0,Dean,7.0,253.0,False,,,50.0,172649.jpg,4.2,False,Henderson,8.0,False,,a,8.0,31.0,51.0,535664.0,22770.0,431358.0,14857.0,1.4,10.2,Henderson,241.0,2023-08-31,1997-03-12,False,p172649,1080.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,1.0,0.0,26.0,2.0,216.0,221.8,10.0,0.0,22.9,13.0,89.0,0.0,0.0,12.0,0.0,0.06,0.06,14.67,75.0,12.0,359.0,10.0,701.0,80.0,218.0,12.0,,,,,,,0.0,2.17,0.0,0.0,1.22,0.75,244.0,9.0,14.0,1.0,62.0,6.0,48.0,9.0,1.0,0.5,0.0,Crystal Palace,12.0,25-26,2025-11-29 07:52:04.136008,
3480,Daniel Muñoz Mejía,True,True,,,247348.0,1.0,-1.0,4.0,-4.0,1.0,2.0,8.7,8.7,14.0,Daniel,8.7,256.0,True,,,59.0,247348.jpg,6.2,False,Muñoz Mejía,21.6,False,,a,8.0,31.0,74.0,2349003.0,390089.0,788601.0,14678.0,1.5,12.5,Muñoz,48.0,2024-01-30,1996-05-26,False,p247348,1080.0,2.0,3.0,6.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,248.0,278.0,115.8,199.0,59.1,59.0,44.0,28.0,87.0,12.0,1.39,1.81,3.2,14.67,29.0,8.0,100.0,23.0,38.0,2.0,37.0,2.0,,,,,,,0.12,0.0,0.15,0.27,1.22,0.75,100.0,6.0,3.0,2.0,5.0,3.0,18.0,8.0,1.0,0.5,7.25,Crystal Palace,12.0,25-26,2025-11-29 07:52:04.136008,
3481,Maxence Lacroix,True,True,,,437499.0,0.0,0.0,0.0,0.0,1.0,2.0,8.3,8.3,11.0,Maxence,8.3,257.0,True,,,50.0,437499.jpg,5.6,False,Lacroix,4.9,False,,a,8.0,31.0,67.0,755912.0,91743.0,354110.0,7687.0,1.7,13.4,Lacroix,73.0,2024-08-30,2000-04-06,False,p437499,1080.0,0.0,2.0,6.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,243.0,274.4,41.9,60.0,37.5,100.0,34.0,23.0,123.0,12.0,0.49,0.18,0.67,14.67,32.0,10.0,245.0,73.0,186.0,42.0,117.0,34.0,,,,,,,0.04,0.0,0.02,0.06,1.22,0.75,266.0,42.0,5.0,3.0,12.0,8.0,75.0,25.0,1.0,0.5,10.25,Crystal Palace,12.0,25-26,2025-11-29 07:52:04.136008,
3482,Tyrick Mitchell,True,True,,,244723.0,0.0,0.0,0.0,0.0,1.0,2.0,7.7,7.7,6.0,Tyrick,7.7,258.0,False,,,50.0,244723.jpg,5.1,False,Mitchell,2.5,False,,a,8.0,31.0,61.0,298321.0,7600.0,166827.0,6448.0,1.5,12.2,Mitchell,241.0,2019-12-15,1999-09-01,False,p244723,1080.0,1.0,0.0,6.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,239.0,249.4,166.2,85.0,50.1,53.0,67.0,41.0,94.0,12.0,0.39,0.8,1.19,14.67,54.0,24.0,61.0,13.0,126.0,20.0,54.0,9.0,,,,,,,0.03,0.0,0.07,0.1,1.22,0.75,263.0,41.0,9.0,4.0,26.0,15.0,114.0,43.0,1.0,0.5,7.83,Crystal Palace,12.0,25-26,2025-11-29 07:52:04.136008,
3483,Marc Guéhi,True,True,100.0,100.0,209036.0,0.0,0.0,6.0,-6.0,2.0,2.0,5.0,5.0,5.0,Marc,5.0,260.0,True,,2025-11-10T10:00:08.937102Z,51.0,209036.jpg,6.3,False,Guéhi,34.5,False,,a,8.0,31.0,69.0,3581581.0,82057.0,917213.0,43268.0,1.0,13.5,Guéhi,241.0,2021-07-18,2000-07-13,False,p209036,990.0,1.0,3.0,5.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,236.0,261.2,90.9,103.0,45.5,68.0,38.0,23.0,91.0,11.0,0.89,1.02,1.91,14.29,45.0,18.0,137.0,30.0,101.0,15.0,71.0,18.0,,,,,,,0.08,0.0,0.09,0.17,1.3,0.82,229.0,34.0,50.0,19.0,4.0,2.0,5.0,1.0,1.0,0.45,8.27,Crystal Palace,12.0,25-26,2025-11-29 07:52:04.136008,
3484,Chris Richards,True,True,100.0,100.0,427623.0,1.0,-1.0,1.0,-1.0,0.0,2.0,6.7,6.7,6.0,Chris,6.7,261.0,False,,2025-10-28T21:00:08.429177Z,46.0,427623.jpg,4.8,False,Richards,3.6,False,,a,8.0,31.0,58.0,575214.0,12913.0,267353.0,8673.0,1.5,12.6,Richards,229.0,2022-07-27,2000-03-28,False,p427623,1072.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,276.6,51.0,42.0,37.1,98.0,19.0,26.0,124.0,12.0,0.39,1.04,1.43,14.67,30.0,9.0,222.0,62.0,228.0,61.0,120.0,35.0,,,,,,,0.03,0.0,0.09,0.12,1.23,0.76,389.0,70.0,19.0,8.0,36.0,17.0,94.0,33.0,1.01,0.5,10.41,Crystal Palace,12.0,25-26,2025-11-29 07:52:04.136008,
3485,Ismaïla Sarr,True,True,100.0,100.0,232185.0,0.0,0.0,2.0,-2.0,1.0,3.0,3.0,3.0,3.0,Ismaïla,3.0,267.0,False,,2025-09-01T10:30:08.125928Z,67.0,232185.jpg,4.9,False,Sarr,12.5,False,,a,8.0,31.0,49.0,2206671.0,25618.0,1169676.0,106460.0,0.4,7.3,Sarr,189.0,2024-08-01,1998-02-25,False,p232185,882.0,3.0,1.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,153.0,193.2,119.2,188.0,50.1,24.0,30.0,10.0,64.0,10.0,3.85,0.48,4.32,12.27,103.0,38.0,94.0,69.0,43.0,24.0,55.0,38.0,,,,,,,0.39,0.0,0.05,0.44,1.25,0.61,46.0,30.0,132.0,66.0,34.0,14.0,34.0,14.0,1.02,0.61,6.53,Crystal Palace,12.0,25-26,2025-11-29 07:52:04.136008,
3486,Will Hughes,True,True,75.0,100.0,108413.0,0.0,0.0,-2.0,2.0,0.0,3.0,0.8,1.0,1.0,Will,1.0,270.0,False,Knock - 75% chance of playing,2025-11-28T19:00:08.464576Z,48.0,108413.jpg,1.5,False,Hughes,0.1,False,,d,8.0,31.0,15.0,11256.0,107.0,16089.0,459.0,0.2,3.1,Hughes,241.0,2021-08-28,1995-04-17,False,p108413,447.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,57.0,59.2,99.7,24.0,18.3,20.0,16.0,5.0,41.0,5.0,0.15,0.6,0.75,4.92,280.0,123.0,124.0,90.0,281.0,149.0,256.0,127.0,2.0,,,,,,0.03,0.0,0.12,0.15,0.99,0.6,346.0,219.0,239.0,114.0,330.0,150.0,477.0,162.0,1.01,0.6,8.26,Crystal Palace,12.0,25-26,2025-11-29 07:52:04.136008,
3487,Daichi Kamada,True,True,100.0,100.0,209400.0,0.0,0.0,0.0,0.0,0.0,3.0,3.7,3.7,3.0,Daichi,3.7,271.0,False,,2025-08-10T22:30:04.831701Z,50.0,209400.jpg,3.5,False,Kamada,0.2,False,,a,8.0,31.0,35.0,37648.0,485.0,26183.0,1348.0,0.7,7.0,Kamada,108.0,2024-07-01,1996-08-05,False,p209400,838.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,93.0,113.3,75.0,28.1,13.0,46.0,30.0,89.0,10.0,0.72,1.03,1.75,11.39,225.0,95.0,103.0,76.0,147.0,91.0,179.0,93.0,5.0,,,,,,0.08,0.0,0.11,0.19,1.22,0.75,252.0,154.0,95.0,43.0,114.0,48.0,401.0,133.0,1.07,0.54,9.56,Crystal Palace,12.0,25-26,2025-11-29 07:52:04.136008,
3488,Jefferson Lerma Solís,True,True,,,152551.0,0.0,0.0,-1.0,1.0,0.0,3.0,4.3,4.3,1.0,Jefferson,4.3,272.0,False,,,49.0,152551.jpg,2.0,False,Lerma Solís,0.1,False,,a,8.0,31.0,22.0,5385.0,246.0,6545.0,483.0,0.9,4.5,Lerma,48.0,2023-07-01,1994-10-25,False,p152551,369.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,70.0,62.2,57.2,60.0,18.0,18.0,21.0,4.0,43.0,3.0,0.57,0.14,0.71,3.88,275.0,121.0,205.0,133.0,184.0,109.0,259.0,129.0,,,,,,,0.14,0.0,0.03,0.17,0.95,0.49,292.0,182.0,67.0,29.0,277.0,124.0,513.0,182.0,0.73,0.73,10.49,Crystal Palace,12.0,25-26,2025-11-29 07:52:04.136008,
3489,Adam Wharton,True,True,100.0,100.0,496221.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,6.0,Adam,3.0,273.0,False,,2025-10-31T16:30:08.463118Z,50.0,496221.jpg,3.2,False,Wharton,0.4,False,,a,8.0,31.0,32.0,52835.0,1607.0,74655.0,1351.0,0.6,6.4,Wharton,241.0,2024-02-01,2004-02-06,False,p496221,786.0,0.0,2.0,4.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,163.0,125.0,249.4,17.0,39.0,22.0,40.0,14.0,76.0,10.0,0.31,1.91,2.22,11.8,186.0,78.0,25.0,24.0,298.0,160.0,110.0,62.0,3.0,,,,,,0.04,0.0,0.22,0.26,1.35,0.92,274.0,167.0,117.0,61.0,146.0,64.0,253.0,90.0,1.15,0.46,8.7,Crystal Palace,12.0,25-26,2025-11-29 07:52:04.136008,
3490,Justin Devenny,True,True,,,489706.0,0.0,0.0,-2.0,2.0,0.0,3.0,0.7,0.7,1.0,Justin,0.7,276.0,False,,,43.0,489706.jpg,1.1,False,Devenny,1.2,False,,a,8.0,31.0,10.0,111845.0,4424.0,176477.0,6117.0,0.2,2.3,Devenny,242.0,2024-03-13,2003-10-11,False,p489706,166.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,16.4,31.7,73.0,12.2,1.0,12.0,7.0,20.0,1.0,0.43,0.2,0.63,2.25,379.0,175.0,276.0,161.0,153.0,95.0,305.0,152.0,,,2.0,,,,0.23,0.0,0.11,0.34,1.22,1.63,584.0,329.0,268.0,131.0,374.0,177.0,170.0,60.0,0.54,0.0,10.84,Crystal Palace,12.0,25-26,2025-11-29 07:52:04.136008,
3491,Jean-Philippe Mateta,True,True,,,231747.0,0.0,0.0,6.0,-6.0,1.0,4.0,4.0,4.0,1.0,Jean-Philippe,4.0,283.0,False,,,81.0,231747.jpg,4.2,False,Mateta,29.3,False,,a,8.0,31.0,51.0,4152764.0,99098.0,1528100.0,152890.0,0.5,6.3,Mateta,73.0,2022-01-31,1997-06-28,False,p231747,1018.0,6.0,0.0,6.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,191.0,271.8,69.3,416.0,75.6,24.0,25.0,5.0,54.0,12.0,8.54,0.63,9.17,11.87,36.0,4.0,180.0,17.0,2.0,2.0,16.0,4.0,,,,,2.0,,0.76,0.0,0.06,0.82,1.05,0.62,13.0,6.0,88.0,9.0,71.0,8.0,10.0,3.0,1.06,0.53,4.77,Crystal Palace,12.0,25-26,2025-11-29 07:52:04.136008,
3492,Eddie Nketiah,True,True,100.0,100.0,205533.0,0.0,0.0,-1.0,1.0,0.0,4.0,0.3,0.3,1.0,Eddie,0.3,284.0,False,,2025-10-30T15:00:09.954721Z,54.0,205533.jpg,1.5,False,Nketiah,0.3,False,,a,8.0,31.0,9.0,63682.0,2198.0,74979.0,1415.0,0.1,1.7,Nketiah,241.0,2024-08-30,1999-05-30,False,p205533,137.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,51.8,57.7,64.0,17.4,5.0,7.0,2.0,14.0,0.0,0.91,0.43,1.34,4.21,299.0,27.0,204.0,20.0,175.0,34.0,265.0,28.0,,,,,,,0.6,0.0,0.28,0.88,2.77,2.63,161.0,40.0,346.0,42.0,336.0,35.0,291.0,45.0,0.0,0.0,9.2,Crystal Palace,12.0,25-26,2025-11-29 07:52:04.136008,
3493,Yéremy Pino Santos,True,True,100.0,100.0,488024.0,0.0,0.0,-2.0,2.0,0.0,3.0,4.0,4.0,8.0,Yéremy,4.0,712.0,False,,2025-09-20T23:30:07.351615Z,58.0,488024.jpg,2.3,False,Pino Santos,0.2,False,,a,8.0,31.0,23.0,58030.0,3871.0,40171.0,1084.0,0.7,4.0,Yeremy,200.0,2025-08-29,2002-10-20,False,p488024,609.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,96.0,99.2,190.1,124.0,41.1,5.0,32.0,12.0,49.0,8.0,1.51,1.54,3.05,8.26,219.0,92.0,47.0,36.0,75.0,45.0,98.0,57.0,,,,,,,0.22,0.0,0.23,0.45,1.22,0.59,114.0,74.0,83.0,38.0,239.0,107.0,381.0,130.0,1.18,0.59,7.24,Crystal Palace,12.0,25-26,2025-11-29 07:52:04.136008,
3494,Jaydee Canvot,True,True,,,651426.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,1.0,Jaydee,4.0,723.0,False,,,45.0,651426.jpg,4.0,False,Canvot,0.0,False,,a,8.0,31.0,12.0,1679.0,126.0,1031.0,168.0,0.9,2.7,Canvot,73.0,2025-09-01,2006-07-29,False,p651426,98.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,34.6,0.9,8.0,4.4,14.0,4.0,4.0,18.0,1.0,0.05,0.07,0.12,0.38,334.0,123.0,399.0,145.0,332.0,114.0,375.0,128.0,,,,,,,0.05,0.0,0.06,0.11,0.35,0.0,489.0,100.0,76.0,29.0,77.0,31.0,661.0,226.0,0.92,0.92,16.53,Crystal Palace,12.0,25-26,2025-11-29 07:52:04.136008,
3495,Kiernan Dewsbury-Hall,True,True,100.0,100.0,215413.0,0.0,0.0,-1.0,1.0,2.0,3.0,8.0,8.0,13.0,Kiernan,8.0,242.0,False,,2025-09-29T21:30:07.878074Z,49.0,215413.jpg,4.4,False,Dewsbury-Hall,2.9,False,,a,9.0,11.0,48.0,515742.0,31530.0,675476.0,7920.0,1.6,9.8,Dewsbury-Hall,241.0,2025-08-06,1998-09-06,False,p215413,972.0,2.0,2.0,4.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,203.0,191.2,283.7,103.0,57.8,20.0,38.0,17.0,75.0,11.0,0.91,2.41,3.32,14.56,104.0,39.0,17.0,17.0,100.0,60.0,39.0,31.0,2.0,,,,,,0.08,0.0,0.22,0.3,1.35,1.11,308.0,194.0,8.0,5.0,52.0,22.0,104.0,34.0,1.02,0.37,6.94,Everton,12.0,25-26,2025-11-29 07:52:04.136008,
3496,Jordan Pickford,True,True,,,111234.0,0.0,0.0,0.0,0.0,2.0,1.0,6.3,6.3,10.0,Jordan,6.3,287.0,False,,,55.0,111234.jpg,4.3,False,Pickford,9.5,False,,a,9.0,11.0,52.0,454350.0,27367.0,680247.0,10695.0,1.1,9.5,Pickford,241.0,2017-07-01,1994-03-07,False,p111234,1080.0,0.0,0.0,4.0,13.0,0.0,1.0,0.0,0.0,0.0,35.0,5.0,208.0,322.6,0.1,0.0,32.2,21.0,97.0,1.0,0.0,12.0,0.0,0.08,0.08,17.49,12.0,3.0,426.0,15.0,734.0,85.0,148.0,3.0,,,,,,,0.0,2.92,0.01,0.01,1.46,1.08,133.0,3.0,26.0,3.0,58.0,5.0,42.0,6.0,1.0,0.33,0.0,Everton,12.0,25-26,2025-11-29 07:52:04.136008,
3497,James Tarkowski,True,True,,,17761.0,0.0,0.0,-1.0,1.0,0.0,2.0,5.0,5.0,8.0,James,5.0,291.0,False,,,54.0,17761.jpg,4.2,False,Tarkowski,5.6,False,,a,9.0,11.0,51.0,601648.0,14420.0,728157.0,14465.0,0.9,9.4,Tarkowski,241.0,2022-07-01,1992-11-19,False,p17761,1080.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,179.0,290.2,84.9,76.0,45.2,113.0,30.0,15.0,128.0,12.0,0.36,0.6,0.96,17.49,20.0,7.0,145.0,33.0,146.0,27.0,73.0,20.0,,,,,,,0.03,0.0,0.05,0.08,1.46,1.08,151.0,15.0,52.0,20.0,64.0,27.0,70.0,22.0,1.0,0.33,10.67,Everton,12.0,25-26,2025-11-29 07:52:04.136008,
3498,Vitalii Mykolenko,True,True,100.0,100.0,224967.0,0.0,0.0,-1.0,1.0,0.0,2.0,5.7,5.7,9.0,Vitalii,5.7,292.0,False,,2025-09-05T10:00:06.495475Z,49.0,224967.jpg,2.9,False,Mykolenko,0.4,False,,a,9.0,11.0,26.0,26630.0,3263.0,81706.0,1048.0,1.2,5.3,Mykolenko,225.0,2022-01-01,1999-05-29,False,p224967,805.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,78.0,134.4,64.2,28.0,22.6,58.0,30.0,7.0,65.0,9.0,0.05,0.72,0.77,12.45,171.0,70.0,188.0,46.0,266.0,81.0,222.0,74.0,,,,,,,0.01,0.0,0.08,0.09,1.39,1.34,310.0,50.0,39.0,14.0,178.0,66.0,279.0,105.0,1.01,0.22,7.27,Everton,12.0,25-26,2025-11-29 07:52:04.136008,
3499,Jake O'Brien,True,True,,,512462.0,0.0,0.0,-1.0,1.0,0.0,2.0,3.0,3.0,6.0,Jake,3.0,293.0,False,,,49.0,512462.jpg,2.8,False,O'Brien,0.4,False,,a,9.0,11.0,34.0,33094.0,699.0,56431.0,1215.0,0.6,6.9,O'Brien,104.0,2024-07-30,2001-05-15,False,p512462,948.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,114.0,152.4,75.1,48.0,27.7,53.0,32.0,17.0,70.0,10.0,0.41,0.21,0.62,16.67,146.0,63.0,166.0,40.0,215.0,52.0,184.0,58.0,,,,,,,0.04,0.0,0.02,0.06,1.58,1.14,335.0,56.0,116.0,38.0,194.0,73.0,266.0,101.0,0.95,0.28,6.65,Everton,12.0,25-26,2025-11-29 07:52:04.136008,
3500,Séamus Coleman,True,True,75.0,,59949.0,0.0,0.0,-2.0,2.0,0.0,2.0,0.2,0.3,1.0,Séamus,0.3,294.0,False,Hamstring injury - 75% chance of playing,2025-11-25T00:00:08.625945Z,43.0,59949.jpg,1.0,False,Coleman,0.1,False,,d,9.0,11.0,3.0,4800.0,110.0,13324.0,496.0,0.1,0.7,Coleman,104.0,2009-02-02,1988-10-11,False,p59949,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.24,560.0,225.0,418.0,153.0,518.0,217.0,560.0,225.0,,,,,,,0.0,0.0,0.0,0.0,1.96,0.0,558.0,127.0,313.0,102.0,386.0,137.0,440.0,159.0,8.18,0.0,0.0,Everton,12.0,25-26,2025-11-29 07:52:04.136008,
3501,Michael Keane,True,True,100.0,100.0,106611.0,0.0,0.0,0.0,0.0,1.0,2.0,9.3,9.3,9.0,Michael,9.3,295.0,False,,2025-10-06T07:30:07.973751Z,45.0,106611.jpg,5.4,False,Keane,2.0,False,,a,9.0,11.0,65.0,274239.0,62654.0,103050.0,4570.0,2.1,14.4,Keane,241.0,2017-07-03,1993-01-11,False,p106611,1054.0,2.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,178.0,317.6,20.3,114.0,45.1,104.0,32.0,11.0,115.0,12.0,1.07,0.12,1.19,17.16,14.0,6.0,310.0,102.0,84.0,10.0,74.0,21.0,,,,,,,0.09,0.0,0.01,0.1,1.47,1.11,397.0,73.0,1.0,1.0,19.0,12.0,126.0,50.0,1.02,0.34,9.82,Everton,12.0,25-26,2025-11-29 07:52:04.136008,
3502,Iliman Ndiaye,True,True,100.0,100.0,440993.0,0.0,0.0,1.0,-1.0,0.0,3.0,5.0,5.0,3.0,Iliman,5.0,299.0,False,,2025-11-04T11:00:08.204329Z,66.0,440993.jpg,4.8,False,Ndiaye,11.1,False,,a,9.0,11.0,58.0,1356518.0,31821.0,1223177.0,53279.0,0.8,8.8,Ndiaye,189.0,2024-07-03,2000-03-06,False,p440993,994.0,4.0,1.0,4.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,229.0,282.4,195.3,205.0,68.4,12.0,71.0,27.0,110.0,12.0,2.69,2.41,5.1,14.13,24.0,8.0,44.0,34.0,33.0,18.0,21.0,15.0,,,,,1.0,,0.24,0.0,0.22,0.46,1.28,1.18,53.0,36.0,56.0,24.0,38.0,16.0,36.0,15.0,1.09,0.36,9.96,Everton,12.0,25-26,2025-11-29 07:52:04.136008,
3503,Dwight McNeil,True,True,,,433154.0,0.0,0.0,-5.0,5.0,0.0,3.0,0.7,0.7,1.0,Dwight,0.7,300.0,False,,,55.0,433154.jpg,1.0,False,McNeil,0.1,False,,a,9.0,11.0,4.0,7757.0,183.0,41054.0,406.0,0.1,0.7,McNeil,241.0,2022-07-28,1999-11-22,False,p433154,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.6,11.8,8.0,2.7,2.0,1.0,1.0,4.0,0.0,0.24,0.0,0.24,2.89,407.0,188.0,342.0,182.0,336.0,175.0,399.0,188.0,1.0,,,,,,0.4,0.0,0.0,0.4,4.82,0.0,141.0,90.0,300.0,146.0,429.0,207.0,435.0,149.0,0.0,0.0,6.67,Everton,12.0,25-26,2025-11-29 07:52:04.136008,
